case:concept:name,concept:name,time:timestamp,People,Role
49760,SubmitCommit,2021-05-26 17:55:31+00:00,mihaimaruseac,Committer
49760,SubmitCommit,2021-05-26 17:55:36+00:00,mihaimaruseac,Committer
49760,MergePR,2021-05-26 17:55:44+00:00,mihaimaruseac,Maintainer
49760,DeleteBranch,2021-05-26 17:55:53+00:00,mihaimaruseac,Committer
49837,CreateBranch,2021-05-27 19:01:50+00:00,geetachavan1,Committer
49837,OpenPR,2021-05-27 19:05:29+00:00,geetachavan1,Committer
49837,PRReviewApprove,2021-05-31 00:21:21+00:00,mihaimaruseac,Reviewer
49837,MergePR,2021-05-31 00:21:27+00:00,mihaimaruseac,Maintainer
49837,DeleteBranch,2021-05-31 00:22:01+00:00,mihaimaruseac,Committer
49838,CreateBranch,2021-05-27 19:11:01+00:00,geetachavan1,Committer
49838,OpenPR,2021-05-27 19:12:51+00:00,geetachavan1,Committer
49838,PRReviewApprove,2021-05-31 00:21:39+00:00,mihaimaruseac,Reviewer
49838,MergePR,2021-05-31 00:21:45+00:00,mihaimaruseac,Maintainer
49838,DeleteBranch,2021-05-31 00:21:55+00:00,mihaimaruseac,Committer
49873,CreateBranch,2021-05-28 21:19:43+00:00,geetachavan1,Committer
49873,OpenPR,2021-05-28 21:30:09+00:00,geetachavan1,Committer
49873,SubmitCommit,2021-05-28 23:10:59+00:00,geetachavan1,Committer
49873,PRReviewReject,2021-05-31 00:23:47+00:00,mihaimaruseac,Reviewer
49873,PRReviewApprove,2021-06-02 21:55:56+00:00,mihaimaruseac,Reviewer
49873,MergePR,2021-06-02 21:56:04+00:00,mihaimaruseac,Maintainer
49873,DeleteBranch,2021-06-02 21:56:14+00:00,mihaimaruseac,Committer
49874,CreateBranch,2021-05-28 21:23:03+00:00,geetachavan1,Committer
49874,OpenPR,2021-05-28 21:30:51+00:00,geetachavan1,Committer
49874,SubmitCommit,2021-05-28 23:01:08+00:00,geetachavan1,Committer
49874,PRReviewReject,2021-05-31 00:24:10+00:00,mihaimaruseac,Reviewer
49874,PRReviewApprove,2021-06-02 21:56:17+00:00,mihaimaruseac,Reviewer
49874,MergePR,2021-06-02 21:56:25+00:00,mihaimaruseac,Maintainer
49874,DeleteBranch,2021-06-02 21:56:35+00:00,mihaimaruseac,Committer
49875,CreateBranch,2021-05-28 21:26:25+00:00,geetachavan1,Committer
49875,OpenPR,2021-05-28 21:31:57+00:00,geetachavan1,Committer
49875,SubmitCommit,2021-05-28 22:57:08+00:00,geetachavan1,Committer
49875,PRReviewReject,2021-05-31 00:24:28+00:00,mihaimaruseac,Reviewer
49875,PRReviewApprove,2021-06-02 21:56:42+00:00,mihaimaruseac,Reviewer
49875,MergePR,2021-06-02 21:56:48+00:00,mihaimaruseac,Maintainer
49875,DeleteBranch,2021-06-02 21:56:58+00:00,mihaimaruseac,Committer
49876,CreateBranch,2021-05-28 21:29:19+00:00,geetachavan1,Committer
49876,OpenPR,2021-05-28 21:32:46+00:00,geetachavan1,Committer
49876,SubmitCommit,2021-05-28 22:16:40+00:00,geetachavan1,Committer
49876,PRReviewReject,2021-05-31 00:24:58+00:00,mihaimaruseac,Reviewer
49876,PRReviewApprove,2021-06-02 21:56:59+00:00,mihaimaruseac,Reviewer
49876,MergePR,2021-06-02 21:57:06+00:00,mihaimaruseac,Maintainer
49876,DeleteBranch,2021-06-02 21:57:16+00:00,mihaimaruseac,Committer
49952,CreateBranch,2021-06-01 19:19:35+00:00,geetachavan1,Committer
49952,OpenPR,2021-06-01 19:28:46+00:00,geetachavan1,Committer
49952,PRReviewApprove,2021-06-02 17:05:31+00:00,mihaimaruseac,Reviewer
49952,MergePR,2021-06-02 17:05:38+00:00,mihaimaruseac,Maintainer
49952,DeleteBranch,2021-06-02 17:05:49+00:00,mihaimaruseac,Committer
49953,CreateBranch,2021-06-01 19:17:34+00:00,geetachavan1,Committer
49953,OpenPR,2021-06-01 19:29:19+00:00,geetachavan1,Committer
49953,PRReviewApprove,2021-06-02 17:06:20+00:00,mihaimaruseac,Reviewer
49953,MergePR,2021-06-02 17:06:26+00:00,mihaimaruseac,Maintainer
49953,DeleteBranch,2021-06-02 17:06:36+00:00,mihaimaruseac,Committer
49954,CreateBranch,2021-06-01 19:26:40+00:00,geetachavan1,Committer
49954,OpenPR,2021-06-01 19:29:55+00:00,geetachavan1,Committer
49954,PRReviewApprove,2021-06-02 17:06:39+00:00,mihaimaruseac,Reviewer
49954,MergePR,2021-06-02 17:06:44+00:00,mihaimaruseac,Maintainer
49954,DeleteBranch,2021-06-02 17:06:55+00:00,mihaimaruseac,Committer
49955,CreateBranch,2021-06-01 19:28:06+00:00,geetachavan1,Committer
49955,OpenPR,2021-06-01 19:30:34+00:00,geetachavan1,Committer
49955,PRReviewApprove,2021-06-02 17:06:56+00:00,mihaimaruseac,Reviewer
49955,MergePR,2021-06-02 17:07:03+00:00,mihaimaruseac,Maintainer
49955,DeleteBranch,2021-06-02 17:07:19+00:00,mihaimaruseac,Committer
49984,CreateBranch,2021-06-02 18:46:01+00:00,geetachavan1,Committer
49984,OpenPR,2021-06-02 18:46:36+00:00,geetachavan1,Committer
49984,PRReviewApprove,2021-06-03 17:31:30+00:00,mihaimaruseac,Reviewer
49984,MergePR,2021-06-08 18:11:00+00:00,copybara-service[bot],Maintainer
49984,DeleteBranch,2021-06-08 23:03:37+00:00,mihaimaruseac,Committer
49986,CreateBranch,2021-06-02 20:38:52+00:00,mihaimaruseac,Committer
49986,OpenPR,2021-06-02 20:39:12+00:00,mihaimaruseac,Committer
49986,MergePR,2021-06-02 21:50:48+00:00,mihaimaruseac,Maintainer
49986,DeleteBranch,2021-06-02 21:50:58+00:00,mihaimaruseac,Committer
49987,CreateBranch,2021-06-02 20:43:49+00:00,mihaimaruseac,Committer
49987,OpenPR,2021-06-02 20:44:15+00:00,mihaimaruseac,Committer
49987,MergePR,2021-06-02 21:51:06+00:00,mihaimaruseac,Maintainer
49987,DeleteBranch,2021-06-02 21:51:16+00:00,mihaimaruseac,Committer
49988,CreateBranch,2021-06-02 20:45:43+00:00,mihaimaruseac,Committer
49988,OpenPR,2021-06-02 20:46:02+00:00,mihaimaruseac,Committer
49988,MergePR,2021-06-02 21:51:36+00:00,mihaimaruseac,Maintainer
49988,DeleteBranch,2021-06-02 21:51:46+00:00,mihaimaruseac,Committer
49989,CreateBranch,2021-06-02 20:47:07+00:00,mihaimaruseac,Committer
49989,OpenPR,2021-06-02 20:47:35+00:00,mihaimaruseac,Committer
49989,MergePR,2021-06-02 21:51:53+00:00,mihaimaruseac,Maintainer
49989,DeleteBranch,2021-06-02 21:52:11+00:00,mihaimaruseac,Committer
50030,CreateBranch,2021-06-03 14:42:47+00:00,mihaimaruseac,Committer
50030,OpenPR,2021-06-03 15:09:59+00:00,mihaimaruseac,Committer
50030,MergePR,2021-06-03 15:11:23+00:00,mihaimaruseac,Maintainer
50030,DeleteBranch,2021-06-03 15:11:41+00:00,mihaimaruseac,Committer
50031,CreateBranch,2021-06-03 14:43:05+00:00,mihaimaruseac,Committer
50031,OpenPR,2021-06-03 15:10:05+00:00,mihaimaruseac,Committer
50031,MergePR,2021-06-03 15:11:40+00:00,mihaimaruseac,Maintainer
50031,DeleteBranch,2021-06-03 15:11:53+00:00,mihaimaruseac,Committer
50032,CreateBranch,2021-06-03 14:43:23+00:00,mihaimaruseac,Committer
50032,OpenPR,2021-06-03 15:10:09+00:00,mihaimaruseac,Committer
50032,MergePR,2021-06-03 15:11:54+00:00,mihaimaruseac,Maintainer
50032,DeleteBranch,2021-06-03 15:12:05+00:00,mihaimaruseac,Committer
50033,CreateBranch,2021-06-03 14:43:36+00:00,mihaimaruseac,Committer
50033,OpenPR,2021-06-03 15:10:12+00:00,mihaimaruseac,Committer
50033,MergePR,2021-06-03 15:12:05+00:00,mihaimaruseac,Maintainer
50033,DeleteBranch,2021-06-03 15:12:17+00:00,mihaimaruseac,Committer
50034,CreateBranch,2021-06-03 14:44:39+00:00,mihaimaruseac,Committer
50034,OpenPR,2021-06-03 15:10:16+00:00,mihaimaruseac,Committer
50034,MergePR,2021-06-03 15:12:20+00:00,mihaimaruseac,Maintainer
50034,DeleteBranch,2021-06-03 15:12:32+00:00,mihaimaruseac,Committer
50035,CreateBranch,2021-06-03 14:44:57+00:00,mihaimaruseac,Committer
50035,MergePR,2021-06-03 15:12:29+00:00,mihaimaruseac,Maintainer
50035,DeleteBranch,2021-06-03 15:12:39+00:00,mihaimaruseac,Committer
50036,CreateBranch,2021-06-03 15:04:34+00:00,mihaimaruseac,Committer
50036,OpenPR,2021-06-03 15:10:39+00:00,mihaimaruseac,Committer
50036,MergePR,2021-06-03 15:12:44+00:00,mihaimaruseac,Maintainer
50036,DeleteBranch,2021-06-03 15:12:56+00:00,mihaimaruseac,Committer
50037,CreateBranch,2021-06-03 15:05:05+00:00,mihaimaruseac,Committer
50037,OpenPR,2021-06-03 15:10:42+00:00,mihaimaruseac,Committer
50037,MergePR,2021-06-03 15:12:57+00:00,mihaimaruseac,Maintainer
50037,DeleteBranch,2021-06-03 15:13:08+00:00,mihaimaruseac,Committer
50038,OpenPR,2021-06-03 15:10:49+00:00,mihaimaruseac,Committer
50038,MergePR,2021-06-03 15:13:09+00:00,mihaimaruseac,Maintainer
50038,DeleteBranch,2021-06-03 15:13:25+00:00,mihaimaruseac,Committer
50039,CreateBranch,2021-06-03 15:06:23+00:00,mihaimaruseac,Committer
50039,OpenPR,2021-06-03 15:11:12+00:00,mihaimaruseac,Committer
50039,MergePR,2021-06-03 15:13:26+00:00,mihaimaruseac,Maintainer
50039,DeleteBranch,2021-06-03 15:13:54+00:00,mihaimaruseac,Committer
50053,CreateBranch,2021-06-03 19:20:31+00:00,mihaimaruseac,Committer
50053,OpenPR,2021-06-03 19:20:41+00:00,mihaimaruseac,Committer
50053,MergePR,2021-06-03 19:22:00+00:00,mihaimaruseac,Maintainer
50053,DeleteBranch,2021-06-03 19:22:17+00:00,mihaimaruseac,Committer
50055,CreateBranch,2021-06-03 20:00:06+00:00,mihaimaruseac,Committer
50055,OpenPR,2021-06-03 20:00:17+00:00,mihaimaruseac,Committer
50055,MergePR,2021-06-03 20:01:48+00:00,mihaimaruseac,Maintainer
50055,DeleteBranch,2021-06-03 20:01:58+00:00,mihaimaruseac,Committer
50057,CreateBranch,2021-06-03 20:59:50+00:00,mihaimaruseac,Committer
50057,OpenPR,2021-06-03 21:00:00+00:00,mihaimaruseac,Committer
50057,MergePR,2021-06-03 21:00:15+00:00,mihaimaruseac,Maintainer
50057,DeleteBranch,2021-06-03 21:00:32+00:00,mihaimaruseac,Committer
50058,CreateBranch,2021-06-03 21:49:19+00:00,mihaimaruseac,Committer
50058,OpenPR,2021-06-03 21:49:29+00:00,mihaimaruseac,Committer
50058,MergePR,2021-06-03 21:50:36+00:00,mihaimaruseac,Maintainer
50058,DeleteBranch,2021-06-03 21:50:46+00:00,mihaimaruseac,Committer
50060,CreateBranch,2021-06-03 22:17:28+00:00,geetachavan1,Committer
50060,OpenPR,2021-06-03 22:18:30+00:00,geetachavan1,Committer
50060,PRReviewApprove,2021-06-03 22:21:49+00:00,mihaimaruseac,Reviewer
50060,MergePR,2021-06-03 22:21:54+00:00,mihaimaruseac,Maintainer
50060,DeleteBranch,2021-06-03 22:22:27+00:00,mihaimaruseac,Committer
50061,CreateBranch,2021-06-03 23:29:38+00:00,geetachavan1,Committer
